year,title,citations,authors,editorial
"2022","Blockchain in Life Sciences","2","Wendy Charles","SPRINGER"
"2022","Advanced Information Networking and Applications","28","Prof. Dr. Leonard Barolli","SPRINGER"
"2022","Contemporary Research in Accounting and Finance","1","Dr. Abdelghani Echchabi","SPRINGER"
"2022","Web Information Systems and Applications","1","Xiang Zhao, Shiyu Yang, Xin Wang","SPRINGER"
"2022","Blockchain Technology for Business Processes","0","Prof. Dr. Katarina Adam","SPRINGER"
"2022","Financial Cryptography and Data Security","24","Ittay Eyal, Juan Garay","SPRINGER"
"2022","Algorithmic Antitrust","5","Aurelien Portuese","SPRINGER"
"2022","Blockchain and Ethereum Smart Contract Solution Development","2","Weijia Zhang, Tej Anand","SPRINGER"
"2022","Information Systems","20","Prof. Marinos Themistocleous, Dr. Maria Papadaki","SPRINGER"
"2022","Proceedings of the 11th International Conference on Computer Engineering and Networks","46","Prof. Qi Liu, Prof. Xiaodong Liu","SPRINGER"
"2022","Blockchains and the Token Economy","15","Mary C. Lacity, Horst Treiblmaier","SPRINGER"
"2022","Blockchain Foundations and Applications","1","Xun Yi, Xuechao Yang, Andrei Kelarev","SPRINGER"
"2022","Blockchain Technologies in the Textile and Fashion Industry","1","Subramanian Senthilkannan Muthu","SPRINGER"
"2022","Advances in Blockchain Technology for Cyber Physical Systems","7","Assoc. Prof. Yassine Maleh","SPRINGER"
"2022","Transformations Through Blockchain Technology ","11","Dr. Sheikh Mohammad Idrees","SPRINGER"
"2022","Blockchain Applications in the Smart Era","13","Dr. Sanjay Misra","SPRINGER"
"2022","Blockchain Security in Cloud Computing","23","K.M. Baalamurugan, S. Rakesh Kumar","SPRINGER"
"2022","Introducing Blockchain with Java","1","Spiro Buzharovski","SPRINGER"
"2022","Advanced Blockchain Technology","1","Liang Cai, Qilei Li, Xiubo Liang","SPRINGER"
"2022","Big Data and Blockchain for Service Operations Management","7","Prof. Ali Emrouznejad","SPRINGER"
"2022","Mobile Internet Security","13","Prof. Ilsun You, Hwankuk Kim, Taek-Young Youn","SPRINGER"
"2022","Science and Technologies for Smart Cities","13","Prof. Dr. Sara Paiva, Xuejun Li","SPRINGER"
"2022","Proceedings of International Conference on Network Security and Blockchain Technology","12","Dr. Debasis Giri","SPRINGER"
"2022","New Trends and Applications in Internet of Things (IoT) and Big Data Analytics","17","Dr. Rohit Sharma, Prof. Dilip Sharma","SPRINGER"
"2022","Handbook on Blockchain","3","Duc A. Tran, My T. Thai, Bhaskar Krishnamachari","SPRINGER"
"2022","Blockchain Technologies for Sustainability","15","Dr. Subramanian Senthilkannan Muthu","SPRINGER"
"2022","Blockchain for Construction","6","Theodoros Dounas, Davide Lombardi","SPRINGER"
"2022","Convergence of Internet of Things and Blockchain Technologies","13","H L Gururaj, V Ravi Kumar","SPRINGER"
"2022","Blockchain-based New Financial Infrastructures","0","Qian YAO","SPRINGER"
"2022","Artificial Intelligence and Security","12","Prof. Dr. Xingming Sun","SPRINGER"
"2022","Blockchain and Trustworthy Systems","3","Davor Svetinovic, Yin Zhang, Xiapu Luo","SPRINGER"
"2022","Cyber Security and Digital Forensics ","45","Prof. Kavita Khanna","SPRINGER"
"2022","A Practical Guide to Trading and Tracing for the Energy Blockchain","1","Dr. Giuseppe Sciumè","SPRINGER"
"2022","Advances in Artificial Intelligence and Security","8","Xingming Sun, Prof. Xiaorui Zhang","SPRINGER"
"2022","Integrating Edge Intelligence and Blockchain","0","Xiaofei Wang, Chao Qiu, Xiaoxu Ren","SPRINGER"
"2022","AI and Blockchain Technology in 6G Wireless Network","6","Dr. Malaya Dutta Borah","SPRINGER"
"2022","Blockchain and Deep Learning","4","Khaled R. Ahmed, Prof. Henry Hexmoor","SPRINGER"
"2022","Network and System Security","4","Xingliang Yuan, Guangdong Bai","SPRINGER"
"2022","Quantum and Blockchain for Modern Computing Systems: Vision and Advancements","3","Dr. Adarsh Kumar","SPRINGER"
"2022","Blockchain – ICBC 2021","6","Prof. Kisung Lee, Liang-Jie Zhang","SPRINGER"
"2022","Blockchain and Applications","31","Javier Prieto, Alberto Partida, Paulo Leitão","SPRINGER"
"2022","Blockchain – ICBC 2022","1","Shiping Chen, Rudrapatna K. Shyamasundar","SPRINGER"
"2022","Secure and Trusted Cyber Physical Systems","2","Shantanu Pal, Zahra Jadidi, Ernest Foo","SPRINGER"
"2022","Financial Technology and the Law ","6","Dr. Doron Goldbarsht, Louis de Koker","SPRINGER"
"2022","Blockchain Scalability and its Foundations in Distributed Systems","0","Assoc. Prof. Vincent Gramoli","SPRINGER"
"2022","Blockchain Technology","6","Dr. Sudeep Tanwar","SPRINGER"
"2022","Enabling the Internet of Value","9","Nikhil Vadgama, Dr. Jiahua Xu","SPRINGER"
"2022","The Development of Blockchain Technology","0","","SPRINGER"
"2022","Business Process Management: Blockchain, Robotic Process Automation, and Central and Eastern Europe Forum","4","Andrea Marrella","SPRINGER"
"2022","Data Privacy Management, Cryptocurrencies and Blockchain Technology","9","Prof. Joaquin Garcia-Alfaro","SPRINGER"
"2022","Introducing Blockchain Applications","5","Joseph Thachil George","SPRINGER"
"2022","Security Issues in Fog Computing from 5G to 6G","1","Chintan Bhatt, Yulei Wu, Saad Harous","SPRINGER"
"2022","Blockchain, Artificial Intelligence, and the Internet of Things","3","Dr. Pethuru Raj, Ashutosh Kumar Dubey","SPRINGER"
"2022","Intelligent Computing","10","Prof. Dr. Kohei Arai","SPRINGER"
"2022","Big Data Intelligence for Smart Applications","16","Youssef Baddi, Prof. Youssef Gahi","SPRINGER"
"2022","Blockchain and Other Emerging Technologies for Digital Business Strategies","5","Hamid Jahankhani, David V. Kilpin","SPRINGER"
"2022","Blockchain based Internet of Things","6","Debashis De","SPRINGER"
"2022","Blockchain Technology and Application","0","Yi Sun, Liang Cai, Wei Wang","SPRINGER"
"2022","Blockchain Application Guide","0","Xiaodan Tang, Xiaotie Deng, Rongfang Bie","SPRINGER"
"2022","The International Conference on Deep Learning, Big Data and Blockchain (Deep-BDB 2021)","10","Prof. Irfan Awan","SPRINGER"
"2022","A Review of Blockchain-Based Applications and Challenges","6","Pratima Sharma, Rajni Jindal, Malaya Dutta Borah","SPRINGER"
"2022","A Survey on the Integration of Blockchain and IoT: Challenges and Opportunities","0","Mwrwan Abubakar, Zakwan Jarocheh","SPRINGER"
"2022","The Affordances of Blockchain Platforms: Why Service Providers Use Blockchains","0","Kai Spohrer, Marten Risius","SPRINGER"
"2022","Securing Big Data-Based Smart Applications Using Blockchain Technology","0","Rihab Benaich, Imane El Alaoui","SPRINGER"
"2022","Blockchain in a Nutshell","0","Duc A. Tran, Bhaskar Krishnamachari","SPRINGER"
"2022","Blockchain Technology Transforms Digital Marketing by Growing Consumer Trust","1","Fazla Rabby, Ranga Chimhundu, Rumman Hassan","SPRINGER"
"2022","Author Correction: Blockchain in smart education: Contributors, collaborations, applications and research topics","0","Xieling Chen, Di Zou, Gary Cheng, Haoran Xie","SPRINGER"
"2022","Blockchain Security","1","Satya Prakash Yadav","SPRINGER"
"2022","A survey of application research based on blockchain smart contract","23","Shi-Yi Lin, Lei Zhang, Jing Li, Li-li Ji, Yue Sun","SPRINGER"
"2022","An Exhaustive Survey of Blockchain Applications with the Internet of Things (IoT) to Combat COVID-19 Spread","0","K. C. Suhas, N. Mahesh, Asifullakhan","SPRINGER"
"2022","How blockchain technology improves sustainable supply chain processes: a practical guide","1","Rita Maria Difrancesco, Purushottam Meena, Gopal Kumar","SPRINGER"
"2022","Transformation of Logistics Value Chain for Enhancing Cross-Border Trade Using Blockchain and IoT","0","Gulpreet Kaur Chadha, Aakarsh Shrivastava","SPRINGER"
"2022","Blockchain-Enabled Trust Management for Digital Marketing in the Industry 4.0 Era","0","Fazla Rabby, Ranga Chimhundu, Rumman Hassan","SPRINGER"
"2022","NHS Big Data Intelligence on Blockchain Applications","0","Xiaohua Feng, Marc Conrad, Khalid Hussein","SPRINGER"
"2022","Feasibility and Exploratory Study of Implementing the Blockchain Technology in the UAE Financial Markets","0","Sonia Abdennadher, Maher Salem","SPRINGER"
"2022","Blockchain Developments and Innovations – An Analytical Evaluation of Software Engineering Approaches","0","Mahdi Fahmideh, Anuradha Gunawardana, Shiping Chen","SPRINGER"
"2022","Setting the World in Motion: Blockchain Redefining Transport and Logistics","0","Usman Javed Butt, Aristeidis Davelis","SPRINGER"
"2022","Latent DIRICHLET allocation (LDA) based information modelling on BLOCKCHAIN technology: a review of trends and research patterns used in integration","2","Chetan Sharma, Shamneesh Sharma, Sakshi","SPRINGER"
"2022","Non-functional requirements for blockchain enabled medical supply chain","6","Kiran Khatter, DevanjaliRelan","SPRINGER"
"2022","Online teaching research in universities based on blockchain","7","Li Min, Ge Bin","SPRINGER"
"2022","Applications of Blockchain in Various Domains","0","Jishnu Bhardwaj, Raunak Negi, Preeti Nagrath","SPRINGER"
"2022","A Systematic Literature Review of Blockchain Technology for Smart Villages","12","Parminder Kaur, Anshu Parashar","SPRINGER"
"2022","Securing IoT Communications Using Blockchain Technology","0","Shweta Sharma","SPRINGER"
"2022","Governance of Blockchain Application","0","Yukun Cheng, Xiaotie Deng","SPRINGER"
"2022","Correction to: Recovering from Blockchain Missteps and Myths with Coopetition","0","Dale Chrystie","SPRINGER"
"2022","Imminent Threat with Authentication Methods for AI Data Using Blockchain Security","1","Vijaya Krishna Sonthi, S. Nagarajan","SPRINGER"
"2022","Blockchain for Cyber-Physical Systems: Challenges and Applications","2","Yassine Maleh, Swathi Lakkineni","SPRINGER"
"2022","Blockchain","0","Imran Bashir","SPRINGER"
"2022","Going beyond intent to adopt Blockchain: an analytics approach to understand board member and financial health characteristics","8","Alireza Farnoush, Ashish Gupta, Hamidreza Ahady Dolarsara","SPRINGER"
"2022","Roadmap of Blockchain Standardization","0","Jianong Li, Xiaodan Tang","SPRINGER"
"2022","When blockchain meets IoT: a comparison of the performance of communication protocols in a decentralized identity solution for IoT using blockchain","0","Prakhar Sharma, W. Wilfred Godfrey, Aditya Trivedi","SPRINGER"
"2022","An Overview of Blockchain and 5G Networks","2","Hajar Moudoud, Soumaya Cherkaoui","SPRINGER"
"2022","Blockchain as the “trust-building machine” for supply chain management","3","Kongmanas Yavaprabhas, Mehrdokht Pournader, Stefan Seuring","SPRINGER"
"2022","Research on the Application of Blockchain Technology in the Cross-border E-Commerce Supply Chain Domain","0","Fei Xing, Guochao Peng, Zaipeng Liang","SPRINGER"
"2022","Blockchain Technology Innovation Hot Spots","0","","SPRINGER"
"2022","Blockchain in energy systems: values, opportunities, and limitations","2","Sijie Chen, Jian Ping, Zheng Yan, Jinjin Li, Zhen Huang","SPRINGER"
"2022","Blockchain for sustainable supply chain management: trends and ways forward","7","Saumyaranjan Sahoo, Satish Kumar, Uthayasankar Sivarajah","SPRINGER"
"2022","A Multi-layered Ontological Approach to Blockchain Technology","0","Rituparna Bhattacharya, Martin White, Natalia Beloff","SPRINGER"
"2022","Comprehensive Evolution of Pharmaceutical Industries by Pioneering Blockchain Technology with 6G Wireless Networks Amalgamation","0","Firdous Sadaf M. Ismail","SPRINGER"
"2022","Blockchain Components and Architecture","0","Weijia Zhang, Tej Anand","SPRINGER"
"2022","Trends of Blockchain","0","Xiaodan Tang","SPRINGER"
"2022","Convergence of Blockchain and Next Generation Information Technology","0","Xiaojun Zhang","SPRINGER"
"2022","Smart Contracts and Blockchain","0","Hanna Halaburda, Miklos Sarvary, Guillaume Haeringer","SPRINGER"
"2022","Can Antitrust Trust Blockchain?","0","Giovanna Massarotto","SPRINGER"
"2022","The Future of Blockchain","0","","SPRINGER"
"2022","Transforming Education Through Blockchain Technology","1","Ravi Verma","SPRINGER"
"2022","Blockchain Interoperability Issues in Supply Chain: Exploration of Mass Adoption Procedures","2","Yaşanur Kayıkcı, Nachiappan Subramanian","SPRINGER"
"2022","Blockchain-Based Internet of Things: Challenges and Opportunities","0","Tripti Paul, Sandip Rakshit","SPRINGER"
"2022","Blockchain Industry Implementation and Use Case Framework: A Survey","0","Gabriela Ziegler","SPRINGER"
"2022","Blockchain-Based Automatic Tracking and Extracting Construction Document for Claim and Dispute Support","0","Eu Wang Kim, Min Seo Park, Kyoungmin Kim, Kyong Ju Kim","SPRINGER"
"2022","Blockchain Technology in Apparel Supply Chains","0","Aswini Yadlapalli, Shams Rahman","SPRINGER"
"2022","Blockchain Revolution from 1.0 to 5.0: Technological Perspective","2","Sudeep Tanwar","SPRINGER"
"2022","Blockchain Application Implementation Roadmap","0","Yaling Liao, Yabo Zhang","SPRINGER"
"2022","Blockchain cities: the futuristic cities driven by Blockchain, big data and internet of things","8","Tanweer Alam","SPRINGER"
"2022","Smart Port and Blockchain Technology","0","Weijian Mi, Yuan Liu","SPRINGER"
"2022","The Ethics of Blockchain in Organizations","3","Monica M. Sharif, Farshad Ghodoosi","SPRINGER"
"2022","A survey on Blockchain mechanisms (BCM) based on internet of things (IoT) applications","3","C. Sathish, C. Yesubai Rubavathi","SPRINGER"
"2022","Blockchain Technology Use Cases in Healthcare Management: State-of-the-Art Framework and Performance Evaluation","0","S. Usharani, P. Manju Bala, R. Rajmohan","SPRINGER"
"2022","Blockchain’s role in e-commerce sellers’ decision-making on information disclosure under competition","15","Yuguang Song, Jia Liu, Wen Zhang, Jian Li","SPRINGER"
"2022","Blockchain Technology: A Breakthrough in the Healthcare Sector","0","Lakshmi Narasimha Gunturu","SPRINGER"
"2022","Correction to: Implementation and evaluation of the DAOM framework and support tool for designing blockchain decentralized applications","0","Chibuzor Udokwu, Patrick Brandtner","SPRINGER"
"2022","Blockchain Technology in Healthcare","1","Anita Khosla, Shruti Vashist, Geeta Nijhawan","SPRINGER"
"2022","Redefining food safety traceability system through blockchain: findings, challenges and open issues","3","Ashish Singh, Adnan Gutub, Anand Nayyar","SPRINGER"
"2022","Blockchain-based federated learning methodologies in smart environments","9","Dong Li, Zai Luo, Bo Cao","SPRINGER"
"2022","Integration of blockchain and Internet of Things: challenges and solutions","9","S. Zafar, K. M. Bhatti, M. Shabbir, F. Hashmat, A. H. Akbar","SPRINGER"
"2022","Scalable blockchain storage systems: research progress and models","3","Xing Fan, Baoning Niu, Zhenliang Liu","SPRINGER"
"2022","Special issue on blockchain networks and distributed protocols","0","Maria Potop-Butucaru, Ariel Orda, Maurice Herlihy","SPRINGER"
"2022","A survey of blockchain applications in sustainable and smart cities","10","Shanmukha Makani, Rachitha Pittala, Eitaa Alsayed, Moayad Aloqaily","SPRINGER"
"2022","Blockchain Technology: A Fundamental Overview","1","Ashraf Jaradat, Omar Ali, Ahmad AlAhmad","SPRINGER"
"2022","Potential Application of Blockchain Technology to Transform the Construction Industry","0","Navodana Rodrigo, S. Perera, Sepani Senaratne","SPRINGER"
"2022","Blockchain-envisioned access control for internet of things applications: a comprehensive survey and future directions","3","Palak Bagga, Ashok Kumar Das, Vinay Chamola, Mohsen Guizani","SPRINGER"
"2022","Blockchain for Enhancing Security of IoT Devices","0","Yahye Adam Omar, S. B. Goyal","SPRINGER"
"2022","Blockchain Technology: Revolution from a Centralized to Distributed Systems","1","Ashwini Subodhan Mane","SPRINGER"
"2022","An implementation framework of blockchain-based hazardous waste transfer management system","10","Guanghan Song, Yujie Lu, Haibo Feng, Han Lin","SPRINGER"
"2022","Correction to: E‑commerce payment model using blockchain","0","Shee-Ihn Kim, Seung-Hee Kim","SPRINGER"
"2022","Introduction to Blockchain Basics","0","Liang Cai, Qilei Li, Xiubo Liang","SPRINGER"
"2022","The Blockchain in IoT","0","Ammar Rayes, Samer Salam","SPRINGER"
"2022","Security Magnification in Supply Chain Management Using Blockchain Technology","2","Bharat Bhushan, Anushka, Abhishek Kumar","SPRINGER"
"2022","Blockchain: A New Era of Technology","0","J. Sudeep, S. C. Girish, Karthik Ganapathi","SPRINGER"
"2022","Blockchain and Supply Chain Management: Applications and Implications","0","Soode Vaezinejad, Mahtab Kouhizadeh","SPRINGER"
"2022","Blockchain Technology: Unlocking the Business Model Maze for Evolving Businesses and Start-Up","0","Richa Chauhan, Vidhi Kaul","SPRINGER"
"2022","Significance of Blockchain Technologies in Industry","4","R. S. M. Lakshmi Patibandla","SPRINGER"
"2022","Blockchain for healthcare data management: opportunities, challenges, and future recommendations","84","Ibrar Yaqoob, Khaled Salah, Raja Jayaraman","SPRINGER"
"2022","How Blockchain Can Automate KYC: Systematic Review","8","Diksha Malhotra, Poonam Saini, Awadhesh Kumar Singh","SPRINGER"
"2022","Blockchain in Dubai: Toward a Sustainable Digital Future","1","Sarra Baroudi, Sonia Benghida","SPRINGER"
"2022","RETRACTED ARTICLE: A remix IDE: smart contract-based framework for the healthcare sector by using Blockchain technology","22","Rana M. Amir Latif, Khalid Hussain, N. Z. Jhanjhi","SPRINGER"
"2022","The provision strategy of blockchain service under the supply chain with downstream competition","0","Jiaguo Liu, Huida Zhao, Yibing Lyu, Xiaohang Yue","SPRINGER"
"2022","Author Correction: A hybrid with distributed pooling blockchain protocol for image storage","0","Feng Liu, Cheng-yi Yang, Jie Yang, De-li Kong, Ai-min Zhou","SPRINGER"
"2022","From Big Data to Blockchain: Promises and Challenges of an All-Encompassing Technology in Education","2","Jae Park","SPRINGER"
"2022","Regulatory Compliance Considerations for Blockchain in Life Sciences Research","0","Wendy M. Charles","SPRINGER"
"2022","Would Blockchain Disrupt the Accounting and Auditing Professions? An Exploratory Study in the UAE","0","Hareb Abdulla, Abdulla Alfalasi","SPRINGER"
"2022","Blockchain Technology: A Boon at the Pandemic Times – A Solution for Global Economy Upliftment with AI and IoT","2","P. R. Anisha, C. Kishor Kumar Reddy","SPRINGER"
"2022","Bringing Blockchain Technology in Innovating Industries: A Systematic Review","1","Daimler Benz, Muzaffar Hamzah","SPRINGER"
"2022","Blockchain: Structure, Uses, and Applications in IoT","0","Shanu Khare, Azher Ashraf, Mir Mohammad Yousuf","SPRINGER"
"2022","Blockchain — Nicht nur die Praxis des Bezahlens wird eine andere sein","0","","SPRINGER"
"2022","Leveraging Blockchain Technology in Sustainable Supply Chain Management and Logistics","1","Bharat Bhushan, Kaustubh Kadam","SPRINGER"
"2022","The Concept and Benefits of Blockchain","0","","SPRINGER"
"2022","A Systematic Review of Adoption of Blockchain and Machine Learning Technology and Its Application","0","Sharda Tiwari, Namrata Dhanda, Harsh Dev","SPRINGER"
"2022","Blockchain Technology in Application Development and Associated Challenges","0","Vishal Polara, Pooja Bhatt, Dharmesh Patel","SPRINGER"
"2022","Imposing Security and Privacy in the Healthcare Industry Using Blockchain Technology","0","J. Bheemeswara Sastry, Barnali Gupta Banik","SPRINGER"
"2022","Blockchain in Supply Chain: Opportunities and Design Considerations","1","Gowri Sankar Ramachandran, Sidra Malik, Shantanu Pal, Ali Dorri","SPRINGER"
"2022","A Systematic Review on Blockchain Technology: Concepts, Applications, and Prospects in Healthcare","0","Adarsh Tikmani, Saurabh Bilgaiyan","SPRINGER"
"2022","Blockchain Technology and Distributed System Future Scope and B-Coin Project","0","Joseph Thachil George","SPRINGER"
"2022","Blockchain Application Evaluation","0","Xiaodan Tang","SPRINGER"
"2022","Drivers, barriers and supply chain variables influencing the adoption of the blockchain to support traceability along fashion supply chains","4","Antonella Moretto, Laura Macchion","SPRINGER"
"2022","The Industrial Development Trend of Blockchain","0","","SPRINGER"
"2022","CBProf: Customisable Blockchain-as-a-Service Performance Profiler in Cloud Environments","0","Ruyue Xin, Jardenna Mohazzab, Zeshun Shi, Zhiming Zhao","SPRINGER"
"2022","Creating Blockchain Tables with Oracle’s Cloud Data Modeler","0","Darl Kuhn","SPRINGER"
"2022","Blockchain applications in PLM towards smart manufacturing","6","Shikang Chen, Xinjiang Cai, Xingzhi Wang","SPRINGER"
"2022","The influencing factors of carbon trading companies applying blockchain technology: evidence from eight carbon trading pilots in China","10","Tangyang Jiang, Juncai Song, Yang Yu","SPRINGER"
"2022","Introducing Blockchain Applications Through Distributed Systems","0","Joseph Thachil George","SPRINGER"
"2022","Hot Spots and Highlights of China’s Blockchain Development","0","","SPRINGER"
"2022","Revolutionising the Approach to Smart Campus Architecture Through IoT and Blockchain Technologies","1","Manal Alkhammash, Mona Alshahrani","SPRINGER"
"2022","A Blockchain Applications Overview","0","E. Ponce, J. Mula, D. Peidro","SPRINGER"
"2022","Untangling E-Voting Platform for Secure and Enhanced Voting Using Blockchain Technology","1","Muskan Malhotra, Amit Kumar, Suresh Kumar","SPRINGER"
"2022","Retraction Note: Secure access control for manufacturing sector with application of ethereum blockchain","0","Ajay Kumar, Kumar Abhishek, Bharat Bhushan","SPRINGER"
"2022","Privacy challenges of IoT-based blockchain: a systematic review","23","Wenbing Liang, Nan Ji","SPRINGER"
"2022","Evolving Regulatory Frameworks: Blockchain as a Form of Trust—Comparative Evidence","0","Alfio A. Puglisi","SPRINGER"
"2022","Introduction to Blockchain Technology","0","Sudeep Tanwar","SPRINGER"
"2022","Blockchain Business Applications","0","Weijia Zhang, Tej Anand","SPRINGER"
"2022","A Complete Step-by-Step Methodology for Defining, Deploying and Monitoring a Blockchain Network in Industry 4.0","0","Charles Tim Batista Garrocho, Karine Nogueira Oliveira","SPRINGER"
"2022","Benefits and concerns associated with blockchain-based health information exchange (HIE): a qualitative study from physicians' perspectives","6","Pouyan Esmaeilzadeh","SPRINGER"
"2022","Blockchain Application Status and Ecology","0","Xiaodan Tang, Zijun Jia, Wei Yang","SPRINGER"
"2022","Retraction Note: A remix IDE: smart contract-based framework for the healthcare sector by using Blockchain technology","1","Rana M. Amir Latif, Khalid Hussain, N. Z. Jhanjhi","SPRINGER"
"2022","Blockchain technology in the smart city: a bibliometric review","16","Abderahman Rejeb, Karim Rejeb, Steven J. Simske, John G. Keogh","SPRINGER"
"2022","Blockchain for Technological and Mindset Revolution: A Qualitative Study in the Sultanate of Oman","1","Salam Saif Said Al-Riyami, Smitha Sunil Kumaran Nair","SPRINGER"
"2022","Blockchain and supply chain finance: a critical literature review at the intersection of operations, finance and law","4","Ilias Ioannou, Guven Demirel","SPRINGER"
"2022","Blockchain Application in Luxury Brand Strategy: What Does Blockchain Technology Mean to Luxury Brands?","0","Pei-Hsiu Shih, Markus Bick, Matthias Murawski","SPRINGER"
"2022","Recovering from Blockchain Missteps and Myths with Coopetition","0","Dale Chrystie","SPRINGER"
"2022","Blockchain Adoption in Life Sciences Organizations: Socio-organizational Barriers and Adoption Strategies","0","Chang Lu","SPRINGER"
"2022","Integration of Quantum Computing and Blockchain Technology: A Cryptographic Perspective","1","Tanya Srivastava, Bharat Bhushan","SPRINGER"
"2022","Discussion on: “Programmable money: next generation blockchain based conditional payments” by Ingo Weber and Mark Staples","0","Valerio Poti","SPRINGER"
"2022","The Technology Behind Bitcoin: Blockchain","0","Henri Arslanian","SPRINGER"
"2022","Discussion on: “Programmable money: next generation blockchain based conditional payments” by Ingo Weber and Mark Staples","0","Olivija Filipovska","SPRINGER"
"2022","The Future of Blockchain Technology, Recent Advancement and Challenges","0","Ajay Sharma, Vandana Guleria, Varun Jaiswal","SPRINGER"
"2022","BCOA: Blockchain Open Architecture","0","Liang-Jie Zhang, Sheng He, Jing Zeng, Yishuang Ning, Huan Chen","SPRINGER"
"2022","A Methodical Study on Blockchain Technology","0","Tiyasha Laha, Aritra Bandyopadhyay","SPRINGER"
"2022","Trust in blockchain-enabled exchanges: Future directions in blockchain marketing","10","Teck Ming Tan, Saila Saraniemi","SPRINGER"
"2022","Author Correction: A blockchain based lightweight peer-to-peer energy trading framework for secured high throughput micro-transactions","0","Nihar Ranjan Pradhan, Akhilendra Pratap Singh, Sahil Verma, Kavita","SPRINGER"
"2022","Decentralized cross-blockchain asset transfers with transfer confirmation","1","Michael Sober, Marten Sigwart, Philipp Frauenthaler, Christof Spanring","SPRINGER"
"2022","Blockchain Technology for Contact Tracing During COVID-19","0","Giuseppe Ciaburro","SPRINGER"
"2022","The palgrave handbook of FinTech and blockchain","0","Luca J. Liebi","SPRINGER"
"2022","ITNG 2022 19th International Conference on Information Technology-New Generations","5","Dr. Shahram Latifi","SPRINGER"
"2022","Proceedings of International Conference on Emerging Technologies and Intelligent Systems","38","Dr. Mostafa Al-Emran","SPRINGER"
"2022","Security, Privacy and Data Analytics","9","Dr. Udai Pratap Rao","SPRINGER"
