year,title,citations,authors,editorial
"2020","Enterprises and Future Disruptive Technological Innovations: Exploring Blockchain Ledger Description Framework (BLDF) for the Design and Development of Blockchain Use Cases","0","Hock Chuan Lim","SPRINGER"
"2020","Correction to: Blockchain in travel","0","B. Vinod","SPRINGER"
"2020","Blockchain-enabled multimedia in industrial IoT","3","","SPRINGER"
"2020","Wireless Blockchain Networks","0","","SPRINGER"
"2020","Blockchain Ethics: A Systematic Literature Review of Blockchain Research","4","Sami Hyrynsalmi, Sonja M. Hyrynsalmi","SPRINGER"
"2020","Blockchain in der Umfrageforschung – Integrität, Authentizität und Monetarisierung von Umfragedaten mittels Blockchain","0","Stefan Oglesby","SPRINGER"
"2020","Blockchain","0","","SPRINGER"
"2020","Correction to: Blockchain-based business process management (BPM) framework for service composition in industry 4.0","2","Wattana Viriyasitavat, Li Da Xu, Zhuming Bi","SPRINGER"
"2020","Data-Driven Process Choreography Execution on the Blockchain: A Focus on Blockchain Data Reusability","1","Tom Lichtenstein, Simon Siegert, Adriatik Nikaj","SPRINGER"
"2020","Improving the Blockchain User Experience - An Approach to Address Blockchain Mass Adoption Issues from a Human-Centred Perspective","6","Leonhard Glomann, Maximilian Schmid","SPRINGER"
"2020","Blockchain","0","","SPRINGER"
"2020","A Multi-blockchain Architecture Supporting Cross-Blockchain Communication","4","Xingtang Xiao, Zhuo Yu, Ke Xie, Shaoyong Guo","SPRINGER"
"2020","Blockchain and Supply Chain Logistics","34","Nachiappan Subramanian","SPRINGER"
"2020","Build Your Own Blockchain","13","Daniel Hellwig, Goran Karlic","SPRINGER"
"2020","Business Process Management: Blockchain and Robotic Process Automation Forum","181","Aleksandre Asatiani","SPRINGER"
"2020","Blockchain Technology and Application","28","Xueming Si, Prof. Hai Jin, Yi Sun","SPRINGER"
"2020","Blockchain and Applications","101","Prof. Javier Prieto, Ashok Kumar Das","SPRINGER"
"2020","Blockchain Platforms","1","Stijn Van Hijfte","SPRINGER"
"2020","Blockchain and Trustworthy Systems","101","Zibin Zheng, Dr. Hong-Ning Dai","SPRINGER"
"2020","Disruptive Technology, Legal Innovation, and the Future of Real Estate","11","Amnon Lehavi, Ronit Levine-Schnur","SPRINGER"
"2020","Blockchain and Trustworthy Systems","118","Prof. Dr. Zibin Zheng","SPRINGER"
"2020","Web, Artificial Intelligence and Network Applications","217","Leonard Barolli, Flora Amato","SPRINGER"
"2020","Blockchain and Distributed Ledger Technology Use Cases","76","Horst Treiblmaier, Dr. Trevor Clohessy","SPRINGER"
"2020","Data Privacy Management, Cryptocurrencies and Blockchain Technology","41","Joaquin Garcia-Alfaro","SPRINGER"
"2020","Digital Business Strategies in Blockchain Ecosystems","154","Umit Hacioglu","SPRINGER"
"2020","Blockchain and Applications","34","Javier Prieto, António Pinto, Ashok Kumar Das","SPRINGER"
"2020","Blockchain and Crypto Currency","51","Prof. Makoto Yano, Chris Dai","SPRINGER"
"2020","Blockchain, Artificial Intelligence and Financial Services","15","Dr. Sean Stein Smith","SPRINGER"
"2020","Blockchain – ICBC 2020","46","Zhixiong Chen, Laizhong Cui, Balaji Palanisamy","SPRINGER"
"2020","Special Session: Blockchain Technology and How It Will Change Marketing: An Abstract","1","Haya Ajjan, Dana E. Harrison, Joe Green","SPRINGER"
"2020","Preparing construction supply chains for blockchain technology: An investigation of its potential and future directions","64","Algan Tezel, Eleni Papadonikolaki, Ibrahim Yitmen","SPRINGER"
"2020","Blockchain for Dynamic Spectrum Management","28","Ying-Chang Liang","SPRINGER"
"2020","Threat Analysis of Poisoning Attack Against Ethereum Blockchain","3","Teppei Sato, Mitsuyoshi Imamura, Kazumasa Omote","SPRINGER"
"2020","Blockchain of Things (BCoT): The Fusion of Blockchain and IoT Technologies","26","Mahdi H. Miraz","SPRINGER"
"2020","Basics of Blockchain","1","Nachiappan Subramanian, Atanu Chaudhuri","SPRINGER"
"2020","Novel blockchain reference model for government services: Dubai government case study","14","Ahmed Alketbi, Qassim Nasir, Manar Abu Talib","SPRINGER"
"2020","Blockchain Technology, Sustainability and Business: A Literature Review and the Case of Dubai and UAE","2","Pythagoras N. Petratos, Nikolina Ljepava","SPRINGER"
"2020","AI and Blockchain","1","Eberhard Hechler, Martin Oberhofer, Thomas Schaeck","SPRINGER"
"2020","Toward Self-stabilizing Blockchain, Reconstructing Totally Erased Blockchain (Preliminary Version)","2","Shlomi Dolev, Matan Liber","SPRINGER"
"2020","Blockchain Security Threats, Attacks and Countermeasures","15","Shams Tabrez Siddiqui, Riaz Ahmad","SPRINGER"
"2020","Managing Blockchain Projects with Agile Methodology","2","Ghassan Al-Mazrouai, Smiju Sudevan","SPRINGER"
"2020","Application of blockchain in the field of intelligent manufacturing: Theoretical basis, realistic plights, and development suggestions","14","Qiang Zhang, Baoyu Liao, Shanlin Yang","SPRINGER"
"2020","Blockchain Technology","0","Ramjee Prasad, Vandana Rohokale","SPRINGER"
"2020","A survey of blockchain technology on security, privacy, and trust in crowdsourcing services","50","Ying Ma, Yu Sun, Yunjie Lei, Nan Qin, Junwen Lu","SPRINGER"
"2020","Correction to: Legal Ramifications of Blockchain Technology","0","Akinyemi Omololu Akinrotimi","SPRINGER"
"2020","A Blockchain Model for Trustworthiness in the Internet of Things (IoT)-Based Smart-Cities","4","Rashid Ali, Yazdan Ahmad Qadri, Yousaf Bin Zikria","SPRINGER"
"2020","Correction to: Quantifying the Cost of Distrust: Comparing Blockchain and Cloud Services for Business Process Execution","1","Paul Rimba, An Binh Tran, Ingo Weber, Mark Staples","SPRINGER"
"2020","Workshop on Blockchain Use Cases in Digital Health","0","Philip Christian C. Zuniga, Rose Ann C. Zuniga","SPRINGER"
"2020","Blockchain in the IS research discipline: a discussion of terminology and concepts","11","Nadine Kathrin Ostern","SPRINGER"
"2020","Blockchain Valuation: Internet of Value and Smart Transactions","4","Roberto Moro Visconti","SPRINGER"
"2020","Blockchain and Postal Digital Services: Opportunities and Drawbacks","0","Blandine Eggrickx, Marine Lefort, Alain Roset","SPRINGER"
"2020","Gravitation of Blockchain in Shared Services: The Next Phase of Service Delivery Strategy","0","Vipin K. Suri, Marianne D. Elia","SPRINGER"
"2020","A Survey on Privacy Concerns in Blockchain Applications and Current Blockchain Solutions to Preserve Data Privacy","2","Hasventhran Baskaran, Salman Yussof, Fiza Abdul Rahim","SPRINGER"
"2020","Hyperledger fabric-based consortium blockchain for construction quality information management","54","Botao Zhong, Haitao Wu, Lieyun Ding, Hanbin Luo","SPRINGER"
"2020","CBCT: CryptoCurrency Based Blockchain Technology","2","Rahul Johari, Kanika Gupta, Saurabh Kumar Jha, Vivek Kumar","SPRINGER"
"2020","Toward More Rigorous Blockchain Research: Recommendations for Writing Blockchain Case Studies","13","Horst Treiblmaier","SPRINGER"
"2020","Blockchain","0","Yuan Zhang","SPRINGER"
"2020","Blockchain-Based Land Registers: A Law-and-Economics Perspective","0","Georg von Wangenheim","SPRINGER"
"2020","Blockchain Technology Use Cases","12","Valentina Gatteschi, Fabrizio Lamberti","SPRINGER"
"2020","Blockchain and Industry Use Cases","0","Stijn Van Hijfte","SPRINGER"
"2020","Blockchain: A New Disruptive Innovation for Knowledge Risk Management","1","Ethem Ilbiz","SPRINGER"
"2020","Blockchain Foundations","0","Daniel Hellwig, Goran Karlic, Arnd Huchzermeier","SPRINGER"
"2020","Blockchain Oracles: A Framework for Blockchain-Based Applications","20","Kamran Mammadzada, Mubashar Iqbal","SPRINGER"
"2020","A Study on the Application of Blockchain Technology in the Construction Industry","43","Kyeongbaek Kim, Gayeoun Lee, Sangbum Kim","SPRINGER"
"2020","Blockchain and Distributed Ledger Technology Applications","0","Abeba N. Turi","SPRINGER"
"2020","When and Why to Use Blockchain","0","Maria Grazia Vigliotti, Haydn Jones","SPRINGER"
"2020","Knowledge diffusion paths of blockchain domain: the main path analysis","47","Dejian Yu, Libo Sheng","SPRINGER"
"2020","Key Factors Affecting Blockchain Adoption in Organizations","2","Abubakar Mohammed, Vidyasagar Potdar, Li Yang","SPRINGER"
"2020","Autochain platform: expert automatic algorithm Blockchain technology for house rental dApp image application model","9","Seong-Kyu Kim, Jun-Ho Huh","SPRINGER"
"2020","Correction to: A Comparison Between SWIFT and Blockchain from a Cyber Resiliency Perspective","0","Luisa Franchina, Guido Carlomagno","SPRINGER"
"2020","Australian Users’ Perspective of Green Blockchain Technology Adoption in Businesses","1","Aman Mahajan, Tomayess Issa","SPRINGER"
"2020","Correction to: Scalable and Communication-Efficient Decentralized Federated Edge Learning with Multi-blockchain Framework","0","Jiawen Kang, Zehui Xiong, Chunxiao Jiang, Yi Liu","SPRINGER"
"2020","Correction to: Blockchain and Crypto Currency","1","Makoto Yano, Chris Dai, Kenichi Masuda, Yoshio Kishimoto","SPRINGER"
"2020","A STEEP framework analysis of the key factors impacting the use of blockchain technology in the insurance industry","36","Simon Grima, Jonathan Spiteri, Inna Romānova","SPRINGER"
"2020","Integrating Blockchain with Local Public Service System","2","Vinayak Ashok Bharadi, Purva Pramod Ghag, Sukanya Rupesh Chavan","SPRINGER"
"2020","Using Blockchain Technology to Manage IoT Data for Smart City Initiatives: A Conceptual Framework and Initial Experiments Based on Smart Contracts","1","Lingjun Fan, Felippe Cronemberger","SPRINGER"
"2020","Special focus on security and privacy in blockchain-based applications","4","Sheng Zhong, Xinyi Huang","SPRINGER"
"2020","Blockchain Technologies and Artificial Intelligence","3","Sundaresan Muthukrishnan, Boopathy Duraisamy","SPRINGER"
"2020","A Review on Blockchain-Based Systems and Applications","2","Jingyu Zhang, Siqi Zhong, Jin Wang, Lei Wang","SPRINGER"
"2020","A Survey on Blockchain Technology Concepts, Applications, and Issues","37","H. T. M. Gamage, H. D. Weerasinghe, N. G. J. Dias","SPRINGER"
"2020","Blockchain Analysis and Design","1","Arthur M. Langer","SPRINGER"
"2020","Blockchain Technologies for IoT","33","V. Dedeoglu, R. Jurdak, A. Dorri","SPRINGER"
"2020","Blockchain and Other Emerging Technologies","1","Stijn Van Hijfte","SPRINGER"
"2020","Special Issue: Blockchain Theories and Applications","1","Yimin Lin","SPRINGER"
"2020","The impact of blockchain technology on business models – a taxonomy and archetypal patterns","79","Jörg Weking, Michael Mandalenakis, Andreas Hein, Sebastian Hermes","SPRINGER"
"2020","Blockchain Meets Cybersecurity: Security, Privacy, Challenges, and Opportunity","5","Philip Asuquo, Chibueze Ogah, Waleed Hathal","SPRINGER"
"2020","Blockchain Technology: A Case Study from Greek Accountants","0","Stamatios Ntanos, Sofia Asonitou","SPRINGER"
"2020","Survey on Blockchain Consensus Strategies","2","H. S. Jennath, S. Asharaf","SPRINGER"
"2020","The quality traceability system for prefabricated buildings using blockchain: An integrated framework","49","Ziyao Zhang, Zhenmin Yuan, Guodong Ni, Han Lin","SPRINGER"
"2020","A Novel Enhanced Lightweight Node for Blockchain","2","Yulong Zhao, Baoning Niu, Peng Li, Xing Fan","SPRINGER"
"2020","Finanzwirtschaftliche Anwendungen der Blockchain-Technologie","2","Philipp Schuster, Erik Theissen","SPRINGER"
"2020","Numerical Problems in XBRL Reports and the Use of Blockchain as Trust Enabler","0","Gianfranco d’Atri, Van Thanh Le, Dino Garrì","SPRINGER"
"2020","Proof of Concept of Blockchain Integration in P2P Lending for Developing Countries","1","Fatou Ndiaye Mbodji, Gervais Mendy","SPRINGER"
"2020","Blockchain Consensus Mechanisms and Their Applications in IoT: A Literature Survey","1","Yujuan Wen, Fengyuan Lu, Yufei Liu","SPRINGER"
"2020","Research on Blockchain-Based Identity Authentication Scheme in Social Networks","1","Xinying Yu, Rui Ge, Fengyin Li","SPRINGER"
"2020","Bitcoin Blockchain Steganographic Analysis","2","Alexandre Augusto Giron","SPRINGER"
"2020","Leveraging Federated Clouds for Improving Blockchain Performance","0","R. K. N. Sai Krishna, Chandrasekhar Tekur, Ravi Mukkamala","SPRINGER"
"2020","Blockchain Technology: Adoption Perspectives in Tourism","9","Marco Valeri","SPRINGER"
"2020","Blockchain-Based Cache Poisoning Security Protection and Privacy-Aware Access Control in NDN Vehicular Edge Computing Networks","18","Kai Lei, Junjie Fang, Qichao Zhang, Junjun Lou, Maoyu Du","SPRINGER"
"2020","A Data Integrity Verification Scheme Based on Blockchain and Blind Homomorphic Tags","0","Shuai Huang, Jing Xiao, Hong-liang Mao, Mu-ran Su","SPRINGER"
"2020","MaSRChain: A Trusted Manuscript Submission and Review System Based on Blockchain","1","Fengqi Li, Kemeng Liu, Haoyu Wu, Xu Zhang","SPRINGER"
"2020","Blockchain Technology: Intrinsic Technological and Socio-Economic Barriers","5","Ahto Buldas, Dirk Draheim, Takehiko Nagumo","SPRINGER"
"2020","A Study on Recent Trends of Consensus Algorithms for Private Blockchain Network","3","Prasad B. Honnavalli, Ajaykumar S. Cholin, Athul Pai","SPRINGER"
"2020","Trusted Data Transformation with Blockchain Technology in Open Data","0","Bruno Tavares, Filipe Figueiredo Correia","SPRINGER"
"2020","A Novel Blockchain Network Structure Based on Logical Nodes","2","Jiancheng Chi, Tie Qiu, Chaokun Zhang","SPRINGER"
"2020","Electronic Health Record Data Sharing Cryptographic Algorithm Based on Blockchain","0","Shufen Niu, Wenting Li, Wenke Liu","SPRINGER"
"2020","Potential and limits of Blockchain technology for networked businesses","11","Roger W.H. Bons, Johan Versendaal, Liudmila Zavolokina","SPRINGER"
"2020","Blockchain-Based Architecture: A MAS Proposal for Efficient Agri-Food Supply Chains","17","Yeray Mezquita, Alfonso González-Briones","SPRINGER"
"2020","Application of Blockchain Technologies for Improving the Quality of ACS of Complex Dynamic Systems","3","V. V. Khilenko","SPRINGER"
"2020","A Review of Applying Blockchain Technology for Privacy Protection","3","Haoyu Ji, He Xu","SPRINGER"
"2020","Legal Issues Related to Blockchain Technology—Examples from Korea","1","Gyooho Lee","SPRINGER"
"2020","Enhancing challenge-based collaborative intrusion detection networks against insider attacks using blockchain","26","Weizhi Meng, Wenjuan Li, Laurence T. Yang","SPRINGER"
"2020","An Exploration of Distributed Access Control Mechanism Using BlockChain","3","D. Swapna, S. Phani Praveen","SPRINGER"
"2020","Blockchain-Based Malware Detection Method Using Shared Signatures of Suspected Malware Files","2","Ryusei Fuji, Shotaro Usuzaki","SPRINGER"
"2020","Artificial Intelligence at the Edge in the Blockchain of Things","0","Tuan Nguyen Gia, Anum Nawaz","SPRINGER"
"2020","Blockchain: Opportunities and Challenges in the Educational Context","3","Victor Garcia-Font","SPRINGER"
"2020","Blockchain- and IPFS-Based Data Distribution for the Internet of Things","9","Simon Krejci, Marten Sigwart, Stefan Schulte","SPRINGER"
"2020","Blockchain-Based Service Recommendation Supporting Data Sharing","9","Biwei Yan, Jiguo Yu, Yue Wang, Qiang Guo","SPRINGER"
"2020","Dizar: An Architecture of Distributed Public Key Infrastructure Based on Permissoned Blockchain","0","Qianyi Dai, Kaiyong Xu, Leyu Dai, Song Guo","SPRINGER"
"2020","A Blockchain-Based Privacy-Preserving Mechanism for Attribute Matching in Social Networks","3","Feihong Yang, Yuwen Pu, Chunqiang Hu","SPRINGER"
"2020","A Blockchain-Based Solution to Control Power Losses in Pakistan","6","Sana Khalid, Ayesha Maqbool, Tauseef Rana","SPRINGER"
"2020","Blockchain Based Academic Records Verification in Smart Cities","8","Muhammad Aamir, Rehan Qureshi, Furqan Ali Khan","SPRINGER"
"2020","FOTB: a secure blockchain-based firmware update framework for IoT environment","12","Alexander Yohan, Nai-Wei Lo","SPRINGER"
"2020","BlockMeds: A Blockchain-Based Online Prescription System with Privacy Protection","2","Minhua He, Xu Han, Frank Jiang","SPRINGER"
"2020","The Ethical Limits of Blockchain-Enabled Markets for Private IoT Data","16","Georgy Ishmaev","SPRINGER"
"2020","Blockchain and Smart Contract in Future Transactions—Case Studies","3","O. Bamasag, A. Munshi, H. Alharbi, O. Aldairi","SPRINGER"
"2020","Enhanced Data Sharing with Blockchain in Healthcare","4","Sonal Lokhande, Shikha Mukadam, Mayuri Chikane, Mansi Bhonsle","SPRINGER"
"2020","Scrybe: A Second-Generation Blockchain Technology with Lightweight Mining for Secure Provenance and Related Applications","6","Carl Worley, Lu Yu, Richard Brooks","SPRINGER"
"2020","Integration of IoT Equipment as Transactional Endorsing Peers over a Hyperledger-Fabric Blockchain Network: Feasibility Study","0","Guillermo Andrade-Salinas, Gustavo Salazar-Chacon","SPRINGER"
"2020","Is Blockchain the Future of Supply Chain Management—A Review Paper","4","Debopam Roy, Debparno Roy, Dwaipayan Bhadra","SPRINGER"
"2020","Blockchain-Based Decentralized and Secure Lightweight E-Health System for Electronic Health Records","7","B Arunkumar, G Kousalya","SPRINGER"
"2020","Blockchain and Charities: A Systemic Opportunity to Create Social Value","2","Ardian Foti, Domenico Marino","SPRINGER"
"2020","A DDoS Attack Defense Method Based on Blockchain for IoTs Devices","5","Meizhu Chen, Xiangyan Tang, Jieren Cheng","SPRINGER"
"2020","A Blockchain-Based Approach for Cross-Ledger Reconciliation","1","Adriano Ribeiro, Luiz Santos, Alexandre Furtado","SPRINGER"
"2020","A Model for Securing Institutional Data Using Blockchain Technology","0","D. Durga Bhavani, D. Chaithanya","SPRINGER"
"2020","Layered Data Sharing Architecture with Blockchain","1","Meng Shen, Liehuang Zhu, Ke Xu","SPRINGER"
"2020","Towards developing a secure medical image sharing system based on zero trust principles and blockchain technology","29","Maliha Sultana, Afrida Hossain, Fabiha Laila","SPRINGER"
"2020","Blockchain Based Integrated Authentication System","0","Jeong Hoon Jo, Jong Hyuk Park","SPRINGER"
"2020","Blockchain Implementation in Hotel Management","4","Ma Dolores Flecha-Barrio, Jesús Palomo","SPRINGER"
"2020","Blockchain, TTP Attacks and Harmonious Relationship with AI","0","Stefan Kendzierskyj, Hamid Jahankhani","SPRINGER"
"2020","An enhanced security mechanism through blockchain for E-polling/counting process using IoT devices","18","R. Krishnamurthy, Geetanjali Rathee, Naveen Jaglan","SPRINGER"
"2020","Designing a Transformational Model for Decentralization of Electronic Health Record Using Blockchain","3","Monga Suhasini, Dilbag Singh","SPRINGER"
"2020","Identity-Based Cross-Domain Authentication by Blockchain via PKI Environment","5","Jiahe Wang, Shasha Li, Songjie Wei","SPRINGER"
"2020","Blockchain Centered Homomorphic Encryption: A Secure Solution for E-Balloting","3","J. Chandra Priya, Ponsy R. K. Sathia Bhama","SPRINGER"
"2020","Upshot of Blockchain Technology: A Study","0","Adusumilli Taraka Venkata Satya Sai Rohit","SPRINGER"
"2020","An Overview of Blockchain-Based Swarm Robotics System","2","Yanchang Du, Jiang Cao, Junsong Yin, Shuang Song","SPRINGER"
"2020","Rapid Consortium Blockchain for Digital Right Management","1","Yue Wu, Zheming Lu, Faxin Yu, Xuexue Luo","SPRINGER"
"2020","Cloud-Enabled Warship’s Position Monitoring with Blockchain","1","Tomasz Górski, Karolina Marzantowicz","SPRINGER"
"2020","Utilization of Blockchain Technology to Overthrow the Challenges in Healthcare Industry","1","K. Hemalatha, K. Hema, V. Deepika","SPRINGER"
"2020","Collaborative Visual Analytics Using Blockchain","0","Darius Coelho, Rubin Trailor, Daniel Sill","SPRINGER"
"2020","Smart Cities Applications of Blockchain","0","Joe Moorman, Michael Stricklen","SPRINGER"
"2020","Personal Health Record in FHIR Format Based on Blockchain Architecture","1","Hsin Hua Kung, Ya-Fang Cheng, Hsiu-An Lee, Chien-Yeh Hsu","SPRINGER"
"2020","Privacy Protection in Blockchain Systems: A Review","0","Tianjiao yu, Chunjie Cao","SPRINGER"
"2020","Research on a Blockchain Consensus Algorithm Based on Digital Copyright","0","Guo Jun, Yang Lan, Zhou HongBo, Guo Yang","SPRINGER"
"2020","Research on Blockchain-Based Commercial Paper Financing in Supply Chain","1","Lin Zou, Shiyu Jia, Qiujun Lan","SPRINGER"
"2020","Market Quality Approach to IoT Data on Blockchain Big Data","2","Steven Pu, Makoto Yano","SPRINGER"
"2020","Reliable Data Analysis through Blockchain based Crowdsourcing in Mobile Ad-hoc Cloud","6","Saqib Rasool, Muddesar Iqbal, Tasos Dagiuklas","SPRINGER"
"2020","Silver Bullet for All Trust Issues? Blockchain-Based Trust Patterns for Collaborative Business Processes","9","Marcel Müller, Nadine Ostern","SPRINGER"
"2020","Efficient Resource Utilization Using Blockchain Network for IoT Devices in Smart City","1","Muhammad Zohaib Iftikhar","SPRINGER"
"2020","Blockchain Applications in Retail Supply Chain","1","Nachiappan Subramanian, Atanu Chaudhuri","SPRINGER"
"2020","Reliable Blockchain Based Stochastic Game System","0","Jeong Hoon Jo, Jong Hyuk Park","SPRINGER"
"2020","Using Blockchain in IoT: Is It a Smooth Road Ahead for Real?","3","Sonali Chandel, Song Zhang, Hanwen Wu","SPRINGER"
"2020","Blockchain in WSNs, VANets, IoTs and Healthcare: A Survey","8","Fatima Tariq, Maria Anwar","SPRINGER"
"2020","Decentralised Ecosystem for Journalism based on Blockchain","2","Vaibhav Agrawal, Aishwarya Agarwal, Shailja Shah, Dilay Parmar","SPRINGER"
"2020","Data Oriented Blockchain: Off-Chain Storage with Data Dedicated and Prunable Transactions","1","Oualid Boumaouche, Afifa Ghenai","SPRINGER"
"2020","The Helium Blockchain","0","Karan Singh Garewal","SPRINGER"
"2020","Overview and Thoughts on Standardization of China’s Blockchain Technology","1","Ming Li, Jingjing Yang, Xiaowei Ding","SPRINGER"
"2020","A Cloud VM Migration Control Mechanism Using Blockchain","2","Toshihiro Uchibayashi, Bernady Apduhan","SPRINGER"
"2020","Blockchain-Powered Real Estate System","1","Aman Jain, Bhumi Chitroda, Aditya Dixit","SPRINGER"
"2020","Decentralized Authorization and Authentication Based on Consortium Blockchain","1","Ao Zhang, Xiaoying Bai","SPRINGER"
"2020","Smart City Applications on the Blockchain: Development of a Multi-layer Taxonomy","9","Esther Nagel, Johann Kranz","SPRINGER"
"2020","Data sharing mechanism of various mineral resources based on blockchain","6","Yili Ren, Jia Liang, Jian Su, Gang Cao, He Liu","SPRINGER"
"2020","A Systematic Literature Review of Integration of Blockchain and Artificial Intelligence","22","Ala Ekramifard, Haleh Amintoosi","SPRINGER"
"2020","Blockchain and the Feature of Game Development","2","Jiun-Ting Chen","SPRINGER"
"2020","Automated Tax Return Verification with Blockchain Technology","3","Safayet Hossain, Showrav Saha","SPRINGER"
"2020","Blockchain in travel","7","B. Vinod","SPRINGER"
"2020","A Decentralized Data Processing Framework Based on PoUW Blockchain","0","Guangcheng Li, Qinglin Zhao, Xianfeng Li","SPRINGER"
"2020","A Dual-Chain Digital Copyright Registration and Transaction System Based on Blockchain Technology","4","Wei Liang, Xia Lei, Kuan-Ching Li, Yongkai Fan","SPRINGER"
"2020","Blockchain-Based Privacy-Aware Pseudonym Management Framework for Vehicular Networks","12","Leila Benarous, Benamar Kadri","SPRINGER"
"2020","Using blockchain to log genome dataset access: efficient storage and query","12","Gamze Gürsoy, Robert Bjornson, Molly E. Green, Mark Gerstein","SPRINGER"
"2020","Online Taxi-Hailing Platform Using Blockchain Technology","0","Chuang Ma, Dou Hu, Xinyi Wang","SPRINGER"
"2020","A Business Model Guideline of Electricity Utility Systems Based on Blockchain Technology in Thailand: A Case Study of Consumers, Prosumers and SMEs","18","Adisorn Leelasantitham","SPRINGER"
"2020","A Medical Blockchain Privacy Protection Model Based on Mimicry Defense","0","Wei Liu, Yufei Peng, Zhao Tian, Yang Li, Wei She","SPRINGER"
"2020","Quantifying the Cost of Distrust: Comparing Blockchain and Cloud Services for Business Process Execution","26","Paul Rimba, An Binh Tran, Ingo Weber, Mark Staples","SPRINGER"
"2020","Using Formal Languages to Elicit Requirements for Healthcare Blockchain Applications","0","Bella Pavita, Vinitha Hannah Subburaj","SPRINGER"
"2020","Foundational Oracle Patterns: Connecting Blockchain to the Off-Chain World","30","Roman Mühlberger, Stefan Bachhofner","SPRINGER"
"2020","Blockchain Applications in Reverse Logistics","3","Nachiappan Subramanian, Atanu Chaudhuri","SPRINGER"
"2020","A Framework for the Adoption of Blockchain-Based e-Procurement Systems in the Public Sector","17","Temofe Isaac Akaba, Alex Norta","SPRINGER"
"2020","Designing a Blockchain Based Framework for IoT Data Trade","2","Pranav Kumar Singh, Roshan Singh, Sunit Kumar Nandi","SPRINGER"
"2020","Energy Markets with Blockchain Technology","0","Yeray Mezquita","SPRINGER"
"2020","Blockchain in Action: Real-World Applications","1","Daniel Hellwig, Goran Karlic, Arnd Huchzermeier","SPRINGER"
"2020","A P2P Optimistic Fair-Exchange (OFE) Scheme for Personal Health Records Using Blockchain Technology","1","Nasim Al Goni, Sherif Saad Ahmed","SPRINGER"
"2020","Securing Data of Biotechnological Laboratories Using Blockchain Technology","0","Krzysztof Misztal, Tomasz Służalec","SPRINGER"
"2020","Food Traceability System Using Blockchain and QR Code","7","Nilesh Mishra, Sagar Mistry, Santosh Choudhary, Sumukh Kudu, Rupesh Mishra","SPRINGER"
